Place Name,Total Transactions count,Total Amount,Quarter,Year,State
bhagalpur district,3729907,8757585231.542503,1,2021,bihar
madhubani district,3251471,8809359759.376596,1,2021,bihar
kishanganj district,956184,3331835551.1170974,1,2021,bihar
gaya district,3790466,8943163048.402979,1,2021,bihar
samastipur district,2833659,7326852418.778886,1,2021,bihar
banka district,678449,1625176383.088505,1,2021,bihar
purbi champaran district,4379932,11804741355.35818,1,2021,bihar
sheohar district,337930,992124431.7163755,1,2021,bihar
bhojpur district,1622637,4309305816.184845,1,2021,bihar
madhepura district,1684296,5218255019.0091915,2,2021,bihar
purnia district,3753134,10051174945.9684,2,2021,bihar
nalanda district,2876066,6967154493.828712,2,2021,bihar
buxar district,1252195,3456834620.013396,2,2021,bihar
darbhanga district,4739297,11767784404.76514,2,2021,bihar
nawada district,1911948,5050993065.48583,2,2021,bihar
jamui district,1521567,3812688721.112037,2,2021,bihar
sheikhpura district,427755,1154376779.108221,2,2021,bihar
siwan district,4705097,11418849549.14157,2,2021,bihar
muzaffarpur district,6872504,17019791090.778511,2,2021,bihar
patna district,53400850,114936398151.9936,2,2021,bihar
jehanabad district,995035,2626018955.126718,2,2021,bihar
rohtas district,3001706,8146321797.816347,2,2021,bihar
begusarai district,2745981,6263183535.48712,2,2021,bihar
supaul district,1834979,5320160534.73731,2,2021,bihar
sitamarhi district,2697354,7205555125.0109625,2,2021,bihar
saran district,4392087,10815034968.865551,2,2021,bihar
arwal district,605677,1539697265.4617,2,2021,bihar
vaishali district,3799946,9160292752.674015,2,2021,bihar
pashchim champaran district,4672176,11234841877.680359,2,2021,bihar
gopalganj district,3111515,7589526482.70171,2,2021,bihar
lakhisarai district,840880,2158341954.813293,2,2021,bihar
aurangabad district,2708735,6989875839.547193,2,2021,bihar
kaimur bhabua district,1150340,3095159551.478701,2,2021,bihar
araria district,2293469,6805583750.251827,2,2021,bihar
munger district,1320520,3058878685.264951,2,2021,bihar
katihar district,3117723,8474000097.458374,2,2021,bihar
khagaria district,1469798,4091424766.0814667,2,2021,bihar
saharsa district,1904150,5015686222.710497,2,2021,bihar
bhagalpur district,5068435,11733711173.39773,2,2021,bihar
madhubani district,4695466,11634612114.699202,2,2021,bihar
kishanganj district,1256800,3935360082.170837,2,2021,bihar
gaya district,4732185,11427447209.34169,2,2021,bihar
samastipur district,4015424,9848885594.57926,2,2021,bihar
banka district,999688,2292049412.439997,2,2021,bihar
purbi champaran district,6300129,15889825388.130192,2,2021,bihar
sheohar district,516755,1470937924.170318,2,2021,bihar
bhojpur district,2211960,5903541283.277052,2,2021,bihar
madhepura district,2034018,5500029849.280424,3,2021,bihar
purnia district,4826016,11168325427.92741,3,2021,bihar
nalanda district,3381075,7437410612.103645,3,2021,bihar
buxar district,1331392,3166266892.788152,3,2021,bihar
darbhanga district,5791524,12557911471.46678,3,2021,bihar
nawada district,2139002,5233101106.18405,3,2021,bihar
jamui district,1679182,3769910510.858705,3,2021,bihar
sheikhpura district,463143,1178457856.4269729,3,2021,bihar
siwan district,6975763,14555326812.65278,3,2021,bihar
muzaffarpur district,8663460,19088505213.98187,3,2021,bihar
patna district,65085179,120377977089.1722,3,2021,bihar
jehanabad district,1195445,3015464945.8990293,3,2021,bihar
rohtas district,3409156,7988380311.967452,3,2021,bihar
begusarai district,3382669,7023004546.1717825,3,2021,bihar
supaul district,2247423,5797237916.379905,3,2021,bihar
sitamarhi district,3071280,7538949774.601155,3,2021,bihar
saran district,4909074,10653230755.20859,3,2021,bihar
arwal district,655254,1419881953.699672,3,2021,bihar
vaishali district,4483512,10019125517.533041,3,2021,bihar
pashchim champaran district,5626291,12052580759.045238,3,2021,bihar
gopalganj district,3591809,7691691799.830381,3,2021,bihar
lakhisarai district,944664,2099202462.5685422,3,2021,bihar
aurangabad district,2970923,6528699841.273426,3,2021,bihar
kaimur bhabua district,1218238,2858892134.931362,3,2021,bihar
araria district,2813200,7222773479.316949,3,2021,bihar
munger district,1519400,3211090932.14084,3,2021,bihar
katihar district,3783324,9267765709.686602,3,2021,bihar
khagaria district,1706354,4317169777.008783,3,2021,bihar
saharsa district,2350666,5488205886.7050085,3,2021,bihar
bhagalpur district,6299248,12979510129.59964,3,2021,bihar
madhubani district,5236281,11442243635.12746,3,2021,bihar
kishanganj district,1562190,4550836950.242286,3,2021,bihar
gaya district,5929649,12593071265.98311,3,2021,bihar
samastipur district,4742581,10599568038.20213,3,2021,bihar
banka district,1086496,2393088091.4975877,3,2021,bihar
purbi champaran district,7528149,17061553144.48574,3,2021,bihar
sheohar district,590061,1494759528.4819272,3,2021,bihar
bhojpur district,2448022,5721558825.98047,3,2021,bihar
madhepura district,2669341,6728032170.797292,4,2021,bihar
purnia district,6360264,14308666372.958649,4,2021,bihar
nalanda district,4304381,9545809062.000435,4,2021,bihar
buxar district,1873253,4694593050.833861,4,2021,bihar
darbhanga district,7502523,16126372900.44347,4,2021,bihar
nawada district,2795470,6745497141.188401,4,2021,bihar
jamui district,2194277,4855309103.197411,4,2021,bihar
sheikhpura district,618189,1512241024.606192,4,2021,bihar
siwan district,9398007,20337077706.726936,4,2021,bihar
muzaffarpur district,11287438,25294883682.87165,4,2021,bihar
patna district,81765610,151293164596.9189,4,2021,bihar
jehanabad district,1714631,4022284736.8723454,4,2021,bihar
rohtas district,4602525,11042288316.91397,4,2021,bihar
begusarai district,4482558,9435583919.991997,4,2021,bihar
supaul district,3015274,7393939188.486651,4,2021,bihar
sitamarhi district,4153350,10194421149.62866,4,2021,bihar
saran district,6615773,15141561808.04228,4,2021,bihar
arwal district,924102,1877460508.900067,4,2021,bihar
vaishali district,5962902,13534123655.111792,4,2021,bihar
pashchim champaran district,7557978,16286679057.963709,4,2021,bihar
gopalganj district,4774101,10667558196.345211,4,2021,bihar
lakhisarai district,1267087,2862649366.653165,4,2021,bihar
aurangabad district,4053207,8846145771.359749,4,2021,bihar
kaimur bhabua district,1629114,4043696220.0502496,4,2021,bihar
araria district,3740380,8956552823.263115,4,2021,bihar
munger district,2073784,4430721083.314227,4,2021,bihar
katihar district,5138243,11740684681.63527,4,2021,bihar
khagaria district,2299254,5441172620.197353,4,2021,bihar
saharsa district,3136205,6870412639.461977,4,2021,bihar
bhagalpur district,8447521,17306243345.92068,4,2021,bihar
madhubani district,7114778,15424171780.635149,4,2021,bihar
kishanganj district,2070748,5895020869.763553,4,2021,bihar
gaya district,7707242,16641218690.213781,4,2021,bihar
samastipur district,6267039,13761709165.594992,4,2021,bihar
banka district,1483610,3162310457.021186,4,2021,bihar
purbi champaran district,9979391,22867973830.953423,4,2021,bihar
sheohar district,799885,2042474878.1312928,4,2021,bihar
bhojpur district,3347510,8040908493.793683,4,2021,bihar
madhepura district,3384919,8169628761.117578,1,2022,bihar
purnia district,7761464,17165083851.27296,1,2022,bihar
nalanda district,5035999,11341779105.26544,1,2022,bihar
buxar district,2213876,5781443012.560297,1,2022,bihar
darbhanga district,8600500,18524507492.64019,1,2022,bihar
nawada district,3382331,8162305154.844238,1,2022,bihar
jamui district,2761886,6174044424.336721,1,2022,bihar
sheikhpura district,738851,1907084229.9723082,1,2022,bihar
siwan district,10720865,22973497584.978123,1,2022,bihar
muzaffarpur district,12910258,29225131277.29717,1,2022,bihar
patna district,91217400,170738998652.74042,1,2022,bihar
jehanabad district,1918857,4509669903.837337,1,2022,bihar
rohtas district,5494559,14390577492.290539,1,2022,bihar
begusarai district,5140182,10746300573.98407,1,2022,bihar
supaul district,3890072,9470838252.825985,1,2022,bihar
sitamarhi district,4933418,12169886828.57043,1,2022,bihar
saran district,7423680,16777415647.3166,1,2022,bihar
arwal district,1056566,2377609326.0923676,1,2022,bihar
vaishali district,6884744,15427137497.934021,1,2022,bihar
pashchim champaran district,9265237,20305406431.09682,1,2022,bihar
gopalganj district,5437535,11970509319.53153,1,2022,bihar
lakhisarai district,1489189,3458134392.5420113,1,2022,bihar
aurangabad district,4926976,11760556907.30199,1,2022,bihar
kaimur bhabua district,1983220,5412923796.059852,1,2022,bihar
araria district,4907830,11563147720.11659,1,2022,bihar
munger district,2340138,5011636916.322436,1,2022,bihar
katihar district,6255367,14031611245.27982,1,2022,bihar
khagaria district,2655355,6309072164.205691,1,2022,bihar
saharsa district,3894203,8654311080.491056,1,2022,bihar
bhagalpur district,10073459,20799502004.84293,1,2022,bihar
madhubani district,8110120,18147098698.57758,1,2022,bihar
kishanganj district,2696563,7872047086.849613,1,2022,bihar
gaya district,9087772,20921479270.86628,1,2022,bihar
samastipur district,7178902,15787707876.87493,1,2022,bihar
banka district,1820481,3997541788.480908,1,2022,bihar
purbi champaran district,11934864,27143934069.44426,1,2022,bihar
sheohar district,934918,2380342632.556236,1,2022,bihar
bhojpur district,3927878,9851793259.827124,1,2022,bihar
madhepura district,4209207,10528550899.75672,2,2022,bihar
purnia district,9889577,21758789746.18817,2,2022,bihar
nalanda district,6269480,14053342099.54648,2,2022,bihar
buxar district,2797437,7161712617.6599455,2,2022,bihar
darbhanga district,10725196,23025583344.149982,2,2022,bihar
nawada district,4118007,10454110803.52565,2,2022,bihar
jamui district,3528608,7664159458.498425,2,2022,bihar
sheikhpura district,953725,2388511372.316016,2,2022,bihar
siwan district,13494216,28063144036.92107,2,2022,bihar
muzaffarpur district,16060062,35870055221.49521,2,2022,bihar
patna district,119754430,215948701155.29102,2,2022,bihar
jehanabad district,2181068,4962454493.44301,2,2022,bihar
rohtas district,6569923,16999683485.765371,2,2022,bihar
begusarai district,6463752,13396079469.5421,2,2022,bihar
supaul district,4800847,11542262441.157791,2,2022,bihar
sitamarhi district,6268537,14845317009.18142,2,2022,bihar
saran district,9482396,21097797508.93988,2,2022,bihar
arwal district,1219651,2833934564.211113,2,2022,bihar
vaishali district,8483096,18791974627.72206,2,2022,bihar
pashchim champaran district,10647366,22189359146.47333,2,2022,bihar
gopalganj district,6866807,14516572895.08482,2,2022,bihar
lakhisarai district,1833275,4178741899.8042865,2,2022,bihar
aurangabad district,5998050,13966695911.64594,2,2022,bihar
kaimur bhabua district,2446252,6576390597.065289,2,2022,bihar
araria district,6068247,14540177017.556522,2,2022,bihar
munger district,2942234,6133298409.635766,2,2022,bihar
katihar district,8028934,17364725135.13901,2,2022,bihar
khagaria district,3319181,8105786236.559595,2,2022,bihar
saharsa district,4720666,10425194152.62,2,2022,bihar
bhagalpur district,13606084,27138540976.03626,2,2022,bihar
madhubani district,9968959,22075739375.545723,2,2022,bihar
kishanganj district,3377891,9041606905.003721,2,2022,bihar
gaya district,10986567,25092417405.41481,2,2022,bihar
samastipur district,8955837,19625456128.133408,2,2022,bihar
banka district,2349784,4974783639.077059,2,2022,bihar
purbi champaran district,14735078,32099286217.64873,2,2022,bihar
sheohar district,1194107,3004542073.554057,2,2022,bihar
bhojpur district,4830495,12025976488.832731,2,2022,bihar
madhepura district,4155258,8953953685.411013,3,2022,bihar
purnia district,9688113,18855257893.3353,3,2022,bihar
nalanda district,6312480,12758737340.182428,3,2022,bihar
buxar district,2865171,6267094764.700462,3,2022,bihar
darbhanga district,10324556,19863946497.37143,3,2022,bihar
nawada district,4486372,10110506714.580341,3,2022,bihar
jamui district,3946599,7696647528.882873,3,2022,bihar
sheikhpura district,918143,2159710163.7606363,3,2022,bihar
siwan district,9418848,18122655169.770042,3,2022,bihar
muzaffarpur district,16912765,33481627797.22489,3,2022,bihar
patna district,188665398,298860414441.2887,3,2022,bihar
jehanabad district,2448662,4817559409.231341,3,2022,bihar
rohtas district,6784436,14544338902.35383,3,2022,bihar
begusarai district,7583904,14221932160.040892,3,2022,bihar
supaul district,4921556,10141522251.31158,3,2022,bihar
sitamarhi district,12134163,22642688423.69205,3,2022,bihar
saran district,10802033,20973427431.87491,3,2022,bihar
arwal district,1236701,2467707362.6935673,3,2022,bihar
vaishali district,9169007,18511476452.576893,3,2022,bihar
pashchim champaran district,11723439,21455732877.10686,3,2022,bihar
gopalganj district,7957267,14444438767.732462,3,2022,bihar
lakhisarai district,1805206,3725300700.4204593,3,2022,bihar
aurangabad district,5912006,11748526557.99545,3,2022,bihar
kaimur bhabua district,2341336,5227485997.481998,3,2022,bihar
araria district,6340369,13243913151.98471,3,2022,bihar
munger district,2750473,5290417306.818952,3,2022,bihar
katihar district,8203134,15746213805.903898,3,2022,bihar
khagaria district,3304286,7232845388.720422,3,2022,bihar
saharsa district,5029944,9756024807.481964,3,2022,bihar
bhagalpur district,8342252,16048487257.88005,3,2022,bihar
madhubani district,9999220,19516793344.794163,3,2022,bihar
kishanganj district,3653577,8599495658.020891,3,2022,bihar
gaya district,11189071,23491978226.50628,3,2022,bihar
samastipur district,12531008,23600501220.43035,3,2022,bihar
banka district,2758275,5282684096.827042,3,2022,bihar
purbi champaran district,14515173,28167506672.73384,3,2022,bihar
sheohar district,1221390,2733020743.267746,3,2022,bihar
bhojpur district,5015794,10683915585.5235,3,2022,bihar
madhepura district,5022050,10394138384.37764,4,2022,bihar
purnia district,10279227,20057462336.59633,4,2022,bihar
nalanda district,7514886,15020248161.56333,4,2022,bihar
buxar district,3859617,8273334277.124818,4,2022,bihar
darbhanga district,12146750,22879238312.294178,4,2022,bihar
nawada district,4969118,10797138677.4231,4,2022,bihar
jamui district,4745328,9004026158.218195,4,2022,bihar
sheikhpura district,1523803,3199876556.987208,4,2022,bihar
siwan district,12408052,23745856584.586132,4,2022,bihar
muzaffarpur district,19056253,37684755616.87426,4,2022,bihar
patna district,217434851,352393762150.4539,4,2022,bihar
jehanabad district,2844066,5377284750.0929985,4,2022,bihar
rohtas district,8337061,17861976613.69109,4,2022,bihar
begusarai district,8893901,16334643255.62848,4,2022,bihar
supaul district,6223660,12023032235.635069,4,2022,bihar
sitamarhi district,11973091,22844727997.17128,4,2022,bihar
saran district,13791757,26710050303.497467,4,2022,bihar
